True,Country,Source,Variable,Year,Unit,Value
0,Austria,Fresh ground water,Public water supply,2008,Cubic metres,607.0
1,Austria,Fresh ground water,Public water supply,2010,Cubic metres,685.0
2,Austria,Fresh ground water,Manufacturing industry,2008,Cubic metres,397.0
3,Belgium,Fresh ground water,Total gross abstraction,2008,Cubic metres,619.14
4,Belgium,Fresh ground water,Total gross abstraction,2009,Cubic metres,612.5
5,Belgium,Fresh ground water,Total gross abstraction,2010,Cubic metres,647.66
6,Belgium,Fresh ground water,Total gross abstraction,2011,Cubic metres,638.79
7,Belgium,Fresh ground water,Total gross abstraction,2012,Cubic metres,636.1
8,Belgium,Fresh ground water,Total gross abstraction,2013,Cubic metres,639.15
9,Belgium,Fresh ground water,Total gross abstraction,2014,Cubic metres,631.65
10,Belgium,Fresh ground water,Public water supply,2008,Cubic metres,453.20517
11,Belgium,Fresh ground water,Public water supply,2009,Cubic metres,457.59662000000003
12,Belgium,Fresh ground water,Public water supply,2010,Cubic metres,474.28
13,Belgium,Fresh ground water,Public water supply,2011,Cubic metres,469.91
14,Belgium,Fresh ground water,Public water supply,2012,Cubic metres,463.47
15,Belgium,Fresh ground water,Public water supply,2013,Cubic metres,470.32
16,Belgium,Fresh ground water,Public water supply,2014,Cubic metres,460.72
17,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,35.739259999999994
18,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,36.792759999999994
19,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,36.94
20,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,36.23
21,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,32.02
22,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,34.44
23,Belgium,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,36.27
24,Belgium,Fresh ground water,Manufacturing industry,2008,Cubic metres,71.99485
25,Belgium,Fresh ground water,Manufacturing industry,2009,Cubic metres,66.37281999999999
26,Belgium,Fresh ground water,Manufacturing industry,2010,Cubic metres,64.83
27,Belgium,Fresh ground water,Manufacturing industry,2011,Cubic metres,62.74
28,Belgium,Fresh ground water,Manufacturing industry,2012,Cubic metres,62.29
29,Belgium,Fresh ground water,Manufacturing industry,2013,Cubic metres,57.98
30,Canada,Fresh ground water,Public water supply,2011,Cubic metres,581.0
31,Canada,Fresh ground water,Public water supply,2013,Cubic metres,595.9
32,Canada,Fresh ground water,Public water supply,2015,Cubic metres,594.3
33,Canada,Fresh ground water,Manufacturing industry,2009,Cubic metres,130.5
34,Canada,Fresh ground water,Manufacturing industry,2011,Cubic metres,133.4
35,Canada,Fresh ground water,Manufacturing industry,2013,Cubic metres,137.6
36,Czech Republic,Fresh ground water,Total gross abstraction,2008,Cubic metres,380.0
37,Czech Republic,Fresh ground water,Total gross abstraction,2009,Cubic metres,376.0
38,Czech Republic,Fresh ground water,Total gross abstraction,2010,Cubic metres,377.0
39,Czech Republic,Fresh ground water,Total gross abstraction,2011,Cubic metres,378.0
40,Czech Republic,Fresh ground water,Total gross abstraction,2012,Cubic metres,379.0
41,Czech Republic,Fresh ground water,Total gross abstraction,2013,Cubic metres,371.0
42,Czech Republic,Fresh ground water,Total gross abstraction,2014,Cubic metres,361.0
43,Czech Republic,Fresh ground water,Total gross abstraction,2015,Cubic metres,366.4
44,Czech Republic,Fresh ground water,Public water supply,2008,Cubic metres,320.0
45,Czech Republic,Fresh ground water,Public water supply,2009,Cubic metres,315.0
46,Czech Republic,Fresh ground water,Public water supply,2010,Cubic metres,314.0
47,Czech Republic,Fresh ground water,Public water supply,2011,Cubic metres,311.0
48,Czech Republic,Fresh ground water,Public water supply,2012,Cubic metres,310.0
49,Czech Republic,Fresh ground water,Public water supply,2013,Cubic metres,304.0
50,Czech Republic,Fresh ground water,Public water supply,2014,Cubic metres,292.0
51,Czech Republic,Fresh ground water,Public water supply,2015,Cubic metres,296.8
52,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,11.0
53,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,11.0
54,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,12.0
55,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,12.0
56,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,12.0
57,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,13.0
58,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,13.0
59,Czech Republic,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,14.0
60,Czech Republic,Fresh ground water,Irrigation,2010,Cubic metres,1.0
61,Czech Republic,Fresh ground water,Irrigation,2011,Cubic metres,1.0
62,Czech Republic,Fresh ground water,Irrigation,2014,Cubic metres,0.4
63,Czech Republic,Fresh ground water,Irrigation,2015,Cubic metres,0.6
64,Czech Republic,Fresh ground water,Manufacturing industry,2008,Cubic metres,28.0
65,Czech Republic,Fresh ground water,Manufacturing industry,2009,Cubic metres,25.0
66,Czech Republic,Fresh ground water,Manufacturing industry,2010,Cubic metres,25.0
67,Czech Republic,Fresh ground water,Manufacturing industry,2011,Cubic metres,26.0
68,Czech Republic,Fresh ground water,Manufacturing industry,2012,Cubic metres,26.0
69,Czech Republic,Fresh ground water,Manufacturing industry,2013,Cubic metres,24.0
70,Czech Republic,Fresh ground water,Manufacturing industry,2014,Cubic metres,25.1
71,Czech Republic,Fresh ground water,Manufacturing industry,2015,Cubic metres,25.4
72,Denmark,Fresh ground water,Total gross abstraction,2008,Cubic metres,685.89
73,Denmark,Fresh ground water,Total gross abstraction,2009,Cubic metres,648.36
74,Denmark,Fresh ground water,Total gross abstraction,2010,Cubic metres,647.48
75,Denmark,Fresh ground water,Total gross abstraction,2011,Cubic metres,726.6
76,Denmark,Fresh ground water,Total gross abstraction,2012,Cubic metres,549.2
77,Denmark,Fresh ground water,Total gross abstraction,2013,Cubic metres,750.8
78,Denmark,Fresh ground water,Total gross abstraction,2014,Cubic metres,736.5
79,Denmark,Fresh ground water,Total gross abstraction,2015,Cubic metres,640.08
80,Denmark,Fresh ground water,Public water supply,2008,Cubic metres,406.14001
81,Denmark,Fresh ground water,Public water supply,2009,Cubic metres,384.89999
82,Denmark,Fresh ground water,Public water supply,2010,Cubic metres,386.5
83,Denmark,Fresh ground water,Public water supply,2011,Cubic metres,384.0
84,Denmark,Fresh ground water,Public water supply,2012,Cubic metres,360.0
85,Denmark,Fresh ground water,Public water supply,2013,Cubic metres,377.7
86,Denmark,Fresh ground water,Public water supply,2014,Cubic metres,364.1
87,Denmark,Fresh ground water,Public water supply,2015,Cubic metres,373.82
88,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,244.3
89,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,228.58
90,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,226.6
91,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,308.0
92,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,161.0
93,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,244.1
94,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,239.2
95,Denmark,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,136.84
96,Denmark,Fresh ground water,Irrigation,2008,Cubic metres,197.87
97,Denmark,Fresh ground water,Irrigation,2009,Cubic metres,181.10001
98,Denmark,Fresh ground water,Irrigation,2010,Cubic metres,178.2
99,Denmark,Fresh ground water,Irrigation,2011,Cubic metres,240.0
100,Denmark,Fresh ground water,Irrigation,2012,Cubic metres,95.0
101,Denmark,Fresh ground water,Irrigation,2013,Cubic metres,122.0
102,Denmark,Fresh ground water,Irrigation,2014,Cubic metres,128.0
103,Denmark,Fresh ground water,Irrigation,2015,Cubic metres,136.84
104,Denmark,Fresh ground water,Manufacturing industry,2008,Cubic metres,33.22
105,Denmark,Fresh ground water,Manufacturing industry,2009,Cubic metres,32.98
106,Denmark,Fresh ground water,Manufacturing industry,2010,Cubic metres,31.98
107,Denmark,Fresh ground water,Manufacturing industry,2011,Cubic metres,32.0
108,Denmark,Fresh ground water,Manufacturing industry,2012,Cubic metres,26.0
109,Denmark,Fresh ground water,Manufacturing industry,2013,Cubic metres,127.0
110,Denmark,Fresh ground water,Manufacturing industry,2014,Cubic metres,131.2
111,Denmark,Fresh ground water,Manufacturing industry,2015,Cubic metres,127.42
112,Finland,Fresh ground water,Public water supply,2010,Cubic metres,240.0
113,Finland,Fresh ground water,Public water supply,2011,Cubic metres,240.0
114,Finland,Fresh ground water,Public water supply,2012,Cubic metres,250.0
115,Finland,Fresh ground water,Public water supply,2013,Cubic metres,250.0
116,Finland,Fresh ground water,Irrigation,2010,Cubic metres,0.27
117,Finland,Fresh ground water,Manufacturing industry,2009,Cubic metres,9.0
118,Finland,Fresh ground water,Manufacturing industry,2010,Cubic metres,8.0
119,Finland,Fresh ground water,Manufacturing industry,2012,Cubic metres,13.4
120,Finland,Fresh ground water,Manufacturing industry,2013,Cubic metres,12.0
121,France,Fresh ground water,Total gross abstraction,2008,Cubic metres,5824.044260000001
122,France,Fresh ground water,Total gross abstraction,2009,Cubic metres,6112.65748
123,France,Fresh ground water,Total gross abstraction,2010,Cubic metres,5982.967970000001
124,France,Fresh ground water,Total gross abstraction,2011,Cubic metres,5908.1029100000005
125,France,Fresh ground water,Total gross abstraction,2012,Cubic metres,5608.05619
126,France,Fresh ground water,Total gross abstraction,2013,Cubic metres,5621.43354
127,France,Fresh ground water,Public water supply,2008,Cubic metres,3729.8742700000003
128,France,Fresh ground water,Public water supply,2009,Cubic metres,3855.62524
129,France,Fresh ground water,Public water supply,2010,Cubic metres,3717.25
130,France,Fresh ground water,Public water supply,2011,Cubic metres,3629.3007799999996
131,France,Fresh ground water,Public water supply,2012,Cubic metres,3528.91623
132,France,Fresh ground water,Public water supply,2013,Cubic metres,3582.1054200000003
133,France,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,950.11584
134,France,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,1195.89124
135,France,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,1201.64453
136,France,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,1232.0
137,France,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,1048.0
138,France,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,1042.0
139,France,Fresh ground water,Manufacturing industry,2008,Cubic metres,788.67169
140,France,Fresh ground water,Manufacturing industry,2009,Cubic metres,730.6013
141,France,Fresh ground water,Manufacturing industry,2010,Cubic metres,734.0
142,France,Fresh ground water,Manufacturing industry,2011,Cubic metres,731.0
143,France,Fresh ground water,Manufacturing industry,2012,Cubic metres,704.0
144,France,Fresh ground water,Manufacturing industry,2013,Cubic metres,669.0
145,Germany,Fresh ground water,Total gross abstraction,2010,Cubic metres,5840.98493
146,Germany,Fresh ground water,Total gross abstraction,2013,Cubic metres,5915.71362
147,Germany,Fresh ground water,Public water supply,2010,Cubic metres,3534.8540000000003
148,Germany,Fresh ground water,Public water supply,2013,Cubic metres,3498.9509999999996
149,Germany,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,156.80424
150,Germany,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,245.55561
151,Germany,Fresh ground water,Irrigation,2010,Cubic metres,141.03411
152,Germany,Fresh ground water,Irrigation,2013,Cubic metres,215.35813
153,Germany,Fresh ground water,Manufacturing industry,2010,Cubic metres,764.46521
154,Germany,Fresh ground water,Manufacturing industry,2013,Cubic metres,730.18452
155,Greece,Fresh ground water,Total gross abstraction,2011,Cubic metres,5615.27
156,Greece,Fresh ground water,Total gross abstraction,2012,Cubic metres,5615.14
157,Greece,Fresh ground water,Total gross abstraction,2013,Cubic metres,5614.36
158,Greece,Fresh ground water,Total gross abstraction,2014,Cubic metres,5610.49
159,Greece,Fresh ground water,Total gross abstraction,2015,Cubic metres,5611.23
160,Greece,Fresh ground water,Public water supply,2011,Cubic metres,789.89
161,Greece,Fresh ground water,Public water supply,2012,Cubic metres,789.89
162,Greece,Fresh ground water,Public water supply,2013,Cubic metres,789.89
163,Greece,Fresh ground water,Public water supply,2014,Cubic metres,789.89
164,Greece,Fresh ground water,Public water supply,2015,Cubic metres,789.89
165,Greece,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,4667.14
166,Greece,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,4667.14
167,Greece,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,4667.14
168,Greece,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,4667.14
169,Greece,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,4667.14
170,Greece,Fresh ground water,Irrigation,2011,Cubic metres,4619.38
171,Greece,Fresh ground water,Irrigation,2012,Cubic metres,4619.38
172,Greece,Fresh ground water,Irrigation,2013,Cubic metres,4619.38
173,Greece,Fresh ground water,Irrigation,2014,Cubic metres,4619.38
174,Greece,Fresh ground water,Irrigation,2015,Cubic metres,4619.38
175,Hungary,Fresh ground water,Total gross abstraction,2008,Cubic metres,506.0
176,Hungary,Fresh ground water,Total gross abstraction,2009,Cubic metres,558.0
177,Hungary,Fresh ground water,Total gross abstraction,2010,Cubic metres,497.76
178,Hungary,Fresh ground water,Total gross abstraction,2011,Cubic metres,502.97
179,Hungary,Fresh ground water,Total gross abstraction,2012,Cubic metres,502.61
180,Hungary,Fresh ground water,Total gross abstraction,2013,Cubic metres,496.04
181,Hungary,Fresh ground water,Total gross abstraction,2014,Cubic metres,475.6
182,Hungary,Fresh ground water,Total gross abstraction,2015,Cubic metres,491.65
183,Hungary,Fresh ground water,Public water supply,2008,Cubic metres,361.0
184,Hungary,Fresh ground water,Public water supply,2009,Cubic metres,368.0
185,Hungary,Fresh ground water,Public water supply,2010,Cubic metres,350.0
186,Hungary,Fresh ground water,Public water supply,2011,Cubic metres,345.0
187,Hungary,Fresh ground water,Public water supply,2012,Cubic metres,345.0
188,Hungary,Fresh ground water,Public water supply,2013,Cubic metres,334.8101
189,Hungary,Fresh ground water,Public water supply,2014,Cubic metres,336.596
190,Hungary,Fresh ground water,Public water supply,2015,Cubic metres,351.42593999999997
191,Hungary,Fresh ground water,Public water supply,2016,Cubic metres,346.14806
192,Hungary,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,41.0
193,Hungary,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,45.0
194,Hungary,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,51.0
195,Hungary,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,53.0
196,Hungary,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,58.0
197,Hungary,Fresh ground water,Irrigation,2010,Cubic metres,5.69
198,Hungary,Fresh ground water,Irrigation,2011,Cubic metres,12.8
199,Hungary,Fresh ground water,Irrigation,2012,Cubic metres,19.04
200,Hungary,Fresh ground water,Irrigation,2013,Cubic metres,17.411920000000002
201,Hungary,Fresh ground water,Irrigation,2014,Cubic metres,11.56827
202,Hungary,Fresh ground water,Irrigation,2015,Cubic metres,12.95964
203,Hungary,Fresh ground water,Irrigation,2016,Cubic metres,11.54337
204,Hungary,Fresh ground water,Manufacturing industry,2008,Cubic metres,42.0
205,Hungary,Fresh ground water,Manufacturing industry,2009,Cubic metres,39.0
206,Hungary,Fresh ground water,Manufacturing industry,2010,Cubic metres,37.5
207,Hungary,Fresh ground water,Manufacturing industry,2011,Cubic metres,38.0
208,Hungary,Fresh ground water,Manufacturing industry,2012,Cubic metres,34.4
209,Iceland,Fresh ground water,Total gross abstraction,2010,Cubic metres,1899.3
210,Iceland,Fresh ground water,Total gross abstraction,2011,Cubic metres,2087.1
211,Iceland,Fresh ground water,Total gross abstraction,2012,Cubic metres,2134.5
212,Iceland,Fresh ground water,Total gross abstraction,2013,Cubic metres,1971.8
213,Iceland,Fresh ground water,Total gross abstraction,2014,Cubic metres,1403.3
214,Iceland,Fresh ground water,Public water supply,2010,Cubic metres,796.7
215,Iceland,Fresh ground water,Public water supply,2011,Cubic metres,892.0
216,Iceland,Fresh ground water,Public water supply,2012,Cubic metres,903.6
217,Iceland,Fresh ground water,Public water supply,2013,Cubic metres,857.9
218,Iceland,Fresh ground water,Public water supply,2014,Cubic metres,713.6
219,Iceland,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,1083.4
220,Iceland,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,1174.9
221,Iceland,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,1207.2
222,Iceland,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,1091.6
223,Iceland,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,670.6
224,Iceland,Fresh ground water,Manufacturing industry,2010,Cubic metres,19.2
225,Iceland,Fresh ground water,Manufacturing industry,2011,Cubic metres,20.2
226,Iceland,Fresh ground water,Manufacturing industry,2012,Cubic metres,23.7
227,Iceland,Fresh ground water,Manufacturing industry,2013,Cubic metres,22.3
228,Iceland,Fresh ground water,Manufacturing industry,2014,Cubic metres,19.1
229,Ireland,Fresh ground water,Total gross abstraction,2009,Cubic metres,196.0
230,Ireland,Fresh ground water,Public water supply,2009,Cubic metres,124.0
231,Ireland,Fresh ground water,Public water supply,2010,Cubic metres,99.0
232,Ireland,Fresh ground water,Public water supply,2011,Cubic metres,97.0
233,Ireland,Fresh ground water,Public water supply,2012,Cubic metres,101.0
234,Ireland,Fresh ground water,Public water supply,2013,Cubic metres,102.0
235,Ireland,Fresh ground water,Public water supply,2014,Cubic metres,119.57291000000001
236,Ireland,Fresh ground water,Public water supply,2015,Cubic metres,101.0
237,Ireland,Fresh ground water,Public water supply,2016,Cubic metres,105.0
238,Italy,Fresh ground water,Public water supply,2008,Cubic metres,7793.29
239,Italy,Fresh ground water,Public water supply,2012,Cubic metres,8023.31
240,Japan,Fresh ground water,Total gross abstraction,2008,Cubic metres,9669.0
241,Japan,Fresh ground water,Total gross abstraction,2009,Cubic metres,9372.0
242,Japan,Fresh ground water,Total gross abstraction,2010,Cubic metres,9390.0
243,Japan,Fresh ground water,Total gross abstraction,2011,Cubic metres,9237.0
244,Japan,Fresh ground water,Total gross abstraction,2012,Cubic metres,9208.0
245,Japan,Fresh ground water,Total gross abstraction,2013,Cubic metres,9100.0
246,Japan,Fresh ground water,Total gross abstraction,2014,Cubic metres,9100.0
247,Japan,Fresh ground water,Public water supply,2008,Cubic metres,3306.0
248,Japan,Fresh ground water,Public water supply,2009,Cubic metres,3255.0
249,Japan,Fresh ground water,Public water supply,2010,Cubic metres,3262.0
250,Japan,Fresh ground water,Public water supply,2011,Cubic metres,3180.0
251,Japan,Fresh ground water,Public water supply,2012,Cubic metres,3150.0
252,Japan,Fresh ground water,Public water supply,2013,Cubic metres,3100.0
253,Japan,Fresh ground water,Public water supply,2014,Cubic metres,3000.0
254,Japan,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,2866.0
255,Japan,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,2866.0
256,Japan,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,2882.0
257,Japan,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,2886.0
258,Japan,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,2866.0
259,Japan,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,2900.0
260,Japan,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,2900.0
261,Japan,Fresh ground water,Manufacturing industry,2008,Cubic metres,3496.0
262,Japan,Fresh ground water,Manufacturing industry,2009,Cubic metres,3251.0
263,Japan,Fresh ground water,Manufacturing industry,2010,Cubic metres,3246.0
264,Japan,Fresh ground water,Manufacturing industry,2011,Cubic metres,3171.0
265,Japan,Fresh ground water,Manufacturing industry,2012,Cubic metres,3192.0
266,Japan,Fresh ground water,Manufacturing industry,2013,Cubic metres,3100.0
267,Japan,Fresh ground water,Manufacturing industry,2014,Cubic metres,3200.0
268,Korea,Fresh ground water,Total gross abstraction,2008,Cubic metres,3784.0
269,Korea,Fresh ground water,Total gross abstraction,2009,Cubic metres,3807.0
270,Korea,Fresh ground water,Total gross abstraction,2010,Cubic metres,3807.0
271,Korea,Fresh ground water,Total gross abstraction,2011,Cubic metres,3907.0
272,Korea,Fresh ground water,Total gross abstraction,2012,Cubic metres,3990.0
273,Korea,Fresh ground water,Total gross abstraction,2013,Cubic metres,4071.0
274,Korea,Fresh ground water,Total gross abstraction,2014,Cubic metres,4085.0
275,Korea,Fresh ground water,Total gross abstraction,2015,Cubic metres,4094.0
276,Korea,Fresh ground water,Public water supply,2008,Cubic metres,1829.0
277,Korea,Fresh ground water,Public water supply,2009,Cubic metres,1812.0
278,Korea,Fresh ground water,Public water supply,2010,Cubic metres,1778.0
279,Korea,Fresh ground water,Public water supply,2011,Cubic metres,1802.0
280,Korea,Fresh ground water,Public water supply,2012,Cubic metres,1816.0
281,Korea,Fresh ground water,Public water supply,2013,Cubic metres,1835.0
282,Korea,Fresh ground water,Public water supply,2014,Cubic metres,1838.0
283,Korea,Fresh ground water,Public water supply,2015,Cubic metres,1817.0
284,Korea,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,1773.0
285,Korea,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,1816.0
286,Korea,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,1861.0
287,Korea,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,1933.0
288,Korea,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,1998.0
289,Korea,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,2064.0
290,Korea,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,2082.0
291,Korea,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,2113.0
292,Korea,Fresh ground water,Irrigation,2008,Cubic metres,1465.0
293,Korea,Fresh ground water,Irrigation,2009,Cubic metres,1485.0
294,Korea,Fresh ground water,Irrigation,2010,Cubic metres,1530.0
295,Korea,Fresh ground water,Irrigation,2011,Cubic metres,1589.0
296,Korea,Fresh ground water,Irrigation,2012,Cubic metres,1638.0
297,Korea,Fresh ground water,Irrigation,2013,Cubic metres,1676.0
298,Korea,Fresh ground water,Irrigation,2014,Cubic metres,1681.0
299,Korea,Fresh ground water,Irrigation,2015,Cubic metres,1701.0
300,Korea,Fresh ground water,Manufacturing industry,2008,Cubic metres,182.0
301,Korea,Fresh ground water,Manufacturing industry,2009,Cubic metres,179.0
302,Korea,Fresh ground water,Manufacturing industry,2010,Cubic metres,168.0
303,Korea,Fresh ground water,Manufacturing industry,2011,Cubic metres,172.0
304,Korea,Fresh ground water,Manufacturing industry,2012,Cubic metres,176.0
305,Korea,Fresh ground water,Manufacturing industry,2013,Cubic metres,172.0
306,Korea,Fresh ground water,Manufacturing industry,2014,Cubic metres,165.0
