Country,System,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Korea, Republic Of",Marine,,,,,,,15.0,16.0,78399.0,144.0,35607.0,49556.0,73663.0,93275.0,86240.0,115343.0,337473.0,243136.0,271284.0,140753.0,108117.0,108407.0,98896.0,30875.0
"Korea, Republic Of",Terrestrial,,,,,,,15.0,16.0,78399.0,144.0,35607.0,49556.0,73663.0,93275.0,86240.0,115343.0,337473.0,243136.0,271284.0,140753.0,108117.0,108407.0,98896.0,30875.0
Latvia,Freshwater,50000.0,,,7223.0,,,,5445.0,,,9076.0,648.0,,,,,,,,,,,,
Latvia,Marine,,,,7223.0,,,,5445.0,,,9076.0,648.0,,,,,,,,,,,,
Latvia,Terrestrial,13260.0,,,7223.0,,,,5445.0,,,9076.0,648.0,,,,,,,,,,,,
Lesotho,Terrestrial,880.0,,,,,,,,,,815.0,,,,,,,,,,,,,
Liberia,Terrestrial,,3500.0,,,,,,,,,,,,3000.0,,,,,,,,,,
Lithuania,Freshwater,,596.0,559.0,670.0,1467.0,1238.0,1983.0,27050.0,1651.0,1482.0,6319.0,853.0,400.0,212.0,,,,,,,,,,
Lithuania,Marine,670.0,596.0,559.0,670.0,1467.0,1238.0,1983.0,27050.0,1651.0,1482.0,6319.0,853.0,400.0,212.0,,,,,,,,,,
Lithuania,Terrestrial,6900.0,596.0,559.0,670.0,1467.0,1238.0,1983.0,27050.0,1651.0,1482.0,6319.0,853.0,400.0,212.0,,,,,,,,,,
Madagascar,Freshwater,,,236.0,243.0,258.0,915.0,427.0,364.0,262.0,266.0,271.0,,,,,,5189.0,605.0,5656.0,,,,,
Madagascar,Terrestrial,,,236.0,243.0,258.0,915.0,427.0,364.0,262.0,266.0,271.0,,,,,,5189.0,605.0,5656.0,,,,,
Malawi,Freshwater,,619.0,949.0,849.0,,2.0,,3.0,,,,,,950.0,,,,,,,,,,
Malawi,Terrestrial,,619.0,949.0,849.0,,2.0,,3.0,,,,,,950.0,,,,,,,,,,
Malaysia,Freshwater,585.0,,,,,405.0,,625.0,500.0,,289.0,764.0,631.0,,,,,,,,,,,
Malaysia,Marine,,,,,,405.0,,625.0,500.0,,289.0,764.0,631.0,,,,,,,,,,,
Malaysia,Terrestrial,,,,,,405.0,,625.0,500.0,,289.0,764.0,631.0,,,,,,,,,,,
Mali,Freshwater,,,,2650.0,,,5347.0,11663.0,,148000.0,135000.0,188000.0,,3400.0,,,,,,,,,,
Mali,Terrestrial,,,,2650.0,,,5347.0,11663.0,,148000.0,135000.0,188000.0,,3400.0,,,,,,,,,,
Mauritania,Freshwater,,,,,,,11943.0,487954.0,200.0,,,,,,,,,,,,,,,
Mauritania,Marine,,,,,,,11943.0,487954.0,200.0,,,,,,,,,,,,,,,
Mauritania,Terrestrial,,,,,,,11943.0,487954.0,200.0,,,,,,,,,,,,,,,
Mauritius,Terrestrial,,,21.0,23.0,23.0,35.0,54.0,95.0,100.0,,,3456.0,2497.0,,,,,,,,,,,
Mexico,Freshwater,,1521873.0,5496.0,25301.0,1666324.0,,,1019969.8300000001,29589.0,44686.0,1231980.23,,468.0,468.0,,,,,,,,,,
Mexico,Marine,,1521873.0,5496.0,25301.0,1666324.0,,,1019969.8300000001,29589.0,44686.0,1231980.23,,468.0,468.0,,,,,,,,,,
Mexico,Terrestrial,,1521873.0,5496.0,25301.0,1666324.0,,,1019969.8300000001,29589.0,44686.0,1231980.23,,468.0,468.0,,,,,,,,,,
Mongolia,Terrestrial,,,,300.0,2011745.0,2895.0,1506.0,49435.0,,,,1026782.5,627765.0,,,,,,,,,,,
Morocco,Freshwater,53988.0,94963.0,46960.0,77238.0,118501.0,133793.0,79638.0,202204.0,148104.0,117966.0,209759.0,97202.0,172586.0,76334.0,101628.0,100999.0,15876.0,,,,,,,
Morocco,Marine,1083.0,94963.0,46960.0,77238.0,118501.0,133793.0,79638.0,202204.0,148104.0,117966.0,209759.0,97202.0,172586.0,76334.0,101628.0,100999.0,15876.0,,,,,,,
Mozambique,Freshwater,,50.0,50.0,45.0,451.0,4277.0,4535.0,7623.0,8890.0,206.0,11831.0,1264.0,13061.0,1777.0,19244.0,360.0,12157.0,,,20364.0,,11971.0,22264.0,
Mozambique,Marine,,50.0,50.0,45.0,451.0,4277.0,4535.0,7623.0,8890.0,206.0,11831.0,1264.0,13061.0,1777.0,19244.0,360.0,12157.0,,,20364.0,,11971.0,22264.0,
Mozambique,Terrestrial,25.0,50.0,50.0,45.0,451.0,4277.0,4535.0,7623.0,8890.0,206.0,11831.0,1264.0,13061.0,1777.0,19244.0,360.0,12157.0,,,20364.0,,11971.0,22264.0,
Namibia,Freshwater,,559.0,45580.0,681.0,,705.0,54477.0,32845.0,49260.0,,1966.0,493.0,3271.0,,6858.0,173.0,68.0,,,,,,,
Namibia,Marine,,559.0,45580.0,681.0,,705.0,54477.0,32845.0,49260.0,,1966.0,493.0,3271.0,,6858.0,173.0,68.0,,,,,,,
Namibia,Terrestrial,20.0,559.0,45580.0,681.0,,705.0,54477.0,32845.0,49260.0,,1966.0,493.0,3271.0,,6858.0,173.0,68.0,,,,,,,
Nepal,Terrestrial,1380.0,,1748.0,1854.0,466.0,,,,,,756.0,,,,159.0,372.0,,30.0,430.0,,,527.0,,
Netherlands,Freshwater,217579.0725,510607.20290000003,533752.971,551604.7826,626859.971,673360.6957,591092.2753999999,501127.087,524799.4203,514767.52170000004,578220.4347999999,670352.5652000001,663193.058,621539.0725,635554.7391,580447.4928,664174.2609,600936.3333,567316.0145,575017.7681,491309.8261,,,
Netherlands,Marine,43113.0,510607.20290000003,533752.971,551604.7826,626859.971,673360.6957,591092.2753999999,501127.087,524799.4203,514767.52170000004,578220.4347999999,670352.5652000001,663193.058,621539.0725,635554.7391,580447.4928,664174.2609,600936.3333,567316.0145,575017.7681,491309.8261,,,
Netherlands,Terrestrial,225973.0,510607.20290000003,533752.971,551604.7826,626859.971,673360.6957,591092.2753999999,501127.087,524799.4203,514767.52170000004,578220.4347999999,670352.5652000001,663193.058,621539.0725,635554.7391,580447.4928,664174.2609,600936.3333,567316.0145,575017.7681,491309.8261,,,
New Caledonia,Marine,,,,609.0,,,,,810.0,,2539.0235000000002,2437.7551,2282.3712,3349.5598,3694.5596,,1474.0,,1945.0,2076.0,,,,
New Caledonia,Terrestrial,,,,609.0,,,,,810.0,,2539.0235000000002,2437.7551,2282.3712,3349.5598,3694.5596,,1474.0,,1945.0,2076.0,,,,
New Zealand,Freshwater,196.0,287.0,156.0,137.0,25530.0,80865.0,2708.0,3357.8563,3522.2147,3197.5234,2572.0,3250.0,3180.0,3096.3198,252.1212,272.05600000000004,,,,,,,,
New Zealand,Marine,,287.0,156.0,137.0,25530.0,80865.0,2708.0,3357.8563,3522.2147,3197.5234,2572.0,3250.0,3180.0,3096.3198,252.1212,272.05600000000004,,,,,,,,
New Zealand,Terrestrial,97118.0,287.0,156.0,137.0,25530.0,80865.0,2708.0,3357.8563,3522.2147,3197.5234,2572.0,3250.0,3180.0,3096.3198,252.1212,272.05600000000004,,,,,,,,
Niger,Terrestrial,1600.0,,,,,,25.0,15.0,88.0,,,,,,,,,,,,,,,
Nigeria,Freshwater,,,35993.0,,,216.0,131161.0,286480.0,273969.0,83.0,79.0,64.0,49.0,156.362,229.779,46.0,49.0,44.0,50.0,,,,,
Nigeria,Terrestrial,200.0,,35993.0,,,216.0,131161.0,286480.0,273969.0,83.0,79.0,64.0,49.0,156.362,229.779,46.0,49.0,44.0,50.0,,,,,
Norfolk Island,Terrestrial,,,,,,44.0,,69.0,,,,,160.0,,,,,,,,,,,
Norway,Freshwater,153.0,18008.615999999998,18750.756999999998,16617.627999999997,14167.922999999999,130977.82500000003,15764.883999999998,13029.955000000002,13671.421999999999,91152.168,46738.51899999999,9048.381000000001,5493.268,2574.412,4765.8,84721.6,3810.0,190.0,190.0,201.0,226.0,,,
Norway,Marine,10981.333,18008.615999999998,18750.756999999998,16617.627999999997,14167.922999999999,130977.82500000003,15764.883999999998,13029.955000000002,13671.421999999999,91152.168,46738.51899999999,9048.381000000001,5493.268,2574.412,4765.8,84721.6,3810.0,190.0,190.0,201.0,226.0,,,
Norway,Terrestrial,36550.0,18008.615999999998,18750.756999999998,16617.627999999997,14167.922999999999,130977.82500000003,15764.883999999998,13029.955000000002,13671.421999999999,91152.168,46738.51899999999,9048.381000000001,5493.268,2574.412,4765.8,84721.6,3810.0,190.0,190.0,201.0,226.0,,,
Oman,Terrestrial,100.0,,,181.0,263.0,280.0,400.0,330.0,138.0,96.0,,,,,,,,,,,,,,
Pakistan,Freshwater,463.0,795.0,2416.0,866.0,2100.1,872.1,860.9,1619.9,40.0,1778.0,29.9,901.0,33.0,29.0,37.9,40.0,43.1,,,,,,,
Pakistan,Terrestrial,270.0,795.0,2416.0,866.0,2100.1,872.1,860.9,1619.9,40.0,1778.0,29.9,901.0,33.0,29.0,37.9,40.0,43.1,,,,,,,
Panama,Terrestrial,,,,,,,,,,,,,,,,,,,,,,,,
Peru,Freshwater,,10048.0,29049.0,44.0,42.0,248.0,24048.0,13000.0,7500.0,10064.0,10278.0,1081.0,1062.0,82.0,10288.0,16087.0,81.0,,,,,,,
Peru,Marine,,10048.0,29049.0,44.0,42.0,248.0,24048.0,13000.0,7500.0,10064.0,10278.0,1081.0,1062.0,82.0,10288.0,16087.0,81.0,,,,,,,
Poland,Freshwater,3245.0,322293.0,166037.0,112149.0,220108.0,207026.0,269507.0,12745.0,21280.0,16953.0,11017.0,19515.0,88276.0,32435.0,57798.0,21829.0,13213.0,10020.0,38715.0,7566.0,2497.0,5090.0,,
Poland,Marine,4973.0,322293.0,166037.0,112149.0,220108.0,207026.0,269507.0,12745.0,21280.0,16953.0,11017.0,19515.0,88276.0,32435.0,57798.0,21829.0,13213.0,10020.0,38715.0,7566.0,2497.0,5090.0,,
Poland,Terrestrial,78091.0,322293.0,166037.0,112149.0,220108.0,207026.0,269507.0,12745.0,21280.0,16953.0,11017.0,19515.0,88276.0,32435.0,57798.0,21829.0,13213.0,10020.0,38715.0,7566.0,2497.0,5090.0,,
Portugal,Freshwater,947.0,,,,,1221.0,,,,,834.0,41.0,54.0,75.0,,,,,,,1133.0,,,
Portugal,Marine,,,,,,1221.0,,,,,834.0,41.0,54.0,75.0,,,,,,,1133.0,,,
Portugal,Terrestrial,,,,,,1221.0,,,,,834.0,41.0,54.0,75.0,,,,,,,1133.0,,,
Puerto Rico,Terrestrial,298.5,460.0,807.0,277.5,827.0,1372.0,,,145.79999999999998,174.20000000000002,40.0,,,,33.0,,,,,,,,,
Romania,Freshwater,18.0,43220.0,33569.0,20991.0,26631.0,12557.0,10695.0,12.0,284.0,7350.0,49981.0,9666.0,1214.0,560.0,548.0,793.0,2189.0,573.0,,10371.0,,,,
Romania,Terrestrial,63435.0,43220.0,33569.0,20991.0,26631.0,12557.0,10695.0,12.0,284.0,7350.0,49981.0,9666.0,1214.0,560.0,548.0,793.0,2189.0,573.0,,10371.0,,,,
Russian Federation,Freshwater,10000.0,396021.0,30074.0,16500.0,149559.0,47957.4,46538.3,45553.1,135517.9,155540.2,1699007.8,1414037.4,2178256.0,2792155.0,1141608.0,583852.0,313039.0,20224.0,21314.0,22660.0,23205.0,22775.0,,
Russian Federation,Marine,1200.0,396021.0,30074.0,16500.0,149559.0,47957.4,46538.3,45553.1,135517.9,155540.2,1699007.8,1414037.4,2178256.0,2792155.0,1141608.0,583852.0,313039.0,20224.0,21314.0,22660.0,23205.0,22775.0,,
Russian Federation,Terrestrial,,396021.0,30074.0,16500.0,149559.0,47957.4,46538.3,45553.1,135517.9,155540.2,1699007.8,1414037.4,2178256.0,2792155.0,1141608.0,583852.0,313039.0,20224.0,21314.0,22660.0,23205.0,22775.0,,
Rwanda,Terrestrial,,,159.0,10.0,,4.0,,4.0,,,,,,,,,,,,,,,,
"Saint Helena, Ascension And Tristan Da Cunha",Terrestrial,,755.0,660.0,632.0,,,,,696.0,776.0,430.0,450.0,,,,240.0,,,,,,,,
Saint Kitts And Nevis,Terrestrial,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,Terrestrial,325.0,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Terrestrial,,,,,,,220.0,524.0,,,346.0,623.0,,36.0,52.0,54.0,38.0,32.0,24.0,,,,,
Senegal,Freshwater,,,,189564.0,47238.0,135122.0,162837.0,404524.5,388559.0,,,788.0,,723.0,,19.0,,7640.0,2631.0,,,,,
Senegal,Marine,,,,189564.0,47238.0,135122.0,162837.0,404524.5,388559.0,,,788.0,,723.0,,19.0,,7640.0,2631.0,,,,,
Senegal,Terrestrial,,,,189564.0,47238.0,135122.0,162837.0,404524.5,388559.0,,,788.0,,723.0,,19.0,,7640.0,2631.0,,,,,
Serbia,Freshwater,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,
Seychelles,Terrestrial,332.0,320.0,27.0,30.0,347.0,50.0,61.0,67535.0,70.0,78.0,83.0,97.0,109.0,123.0,136.0,152.0,,,,,,,,
Sierra Leone,Terrestrial,,,,,,,,,,,,,,2000.0,,,,,,,,,,
Singapore,Marine,,,,,,,,,,,1138.0,1602.0,1589.0,1941.0,1551.0,2603.0,2216.0,1564.0,1071.0,981.0,1008.0,981.0,855.0,
Slovakia,Terrestrial,31233.0,32368.0,32073.0,32371.0,32375.0,33034.0,30487.0,25704.0,31956.0,32714.0,33462.0,34666.0,36038.0,38297.0,38405.0,39757.0,,,,,,,,
Slovenia,Freshwater,,3199.0,2506.0,1500.0,807.0,9091.0,739.0,901.0,2045.0,507.0,189.0,161.0,123.0,9.0,11.0,6.0,3.0,5.0,4.0,,,,,
Slovenia,Terrestrial,7500.0,3199.0,2506.0,1500.0,807.0,9091.0,739.0,901.0,2045.0,507.0,189.0,161.0,123.0,9.0,11.0,6.0,3.0,5.0,4.0,,,,,
Somalia,Terrestrial,,,,,,,,10.0,,,,,,,,,,,,,,,,
South Africa,Freshwater,107.0,269016.0,222094.0,205566.0,243145.0,190506.0,95295.0,124469.0,138124.0,79104.0,71363.0,66336.0,1113580.0,230750.0,70827.0,6609.0,68139.0,4971.6741999999995,3280.6179,2863.6292,,,,
South Africa,Marine,26305.0,269016.0,222094.0,205566.0,243145.0,190506.0,95295.0,124469.0,138124.0,79104.0,71363.0,66336.0,1113580.0,230750.0,70827.0,6609.0,68139.0,4971.6741999999995,3280.6179,2863.6292,,,,
South Africa,Terrestrial,230124.0,269016.0,222094.0,205566.0,243145.0,190506.0,95295.0,124469.0,138124.0,79104.0,71363.0,66336.0,1113580.0,230750.0,70827.0,6609.0,68139.0,4971.6741999999995,3280.6179,2863.6292,,,,
Spain,Freshwater,562037.53,650575.0,601207.3,1869917.7,2522419.4,2367025.83,2138732.5,2568982.6,2310062.0,2672639.0,2794474.0,2718031.0,2679504.0,102029.0,121757.0,113719.0,110207.0,99193.0,103704.0,5436.0,6143.0,6209.0,4454.0,
Spain,Marine,1483.0,650575.0,601207.3,1869917.7,2522419.4,2367025.83,2138732.5,2568982.6,2310062.0,2672639.0,2794474.0,2718031.0,2679504.0,102029.0,121757.0,113719.0,110207.0,99193.0,103704.0,5436.0,6143.0,6209.0,4454.0,
Spain,Terrestrial,4725.0,650575.0,601207.3,1869917.7,2522419.4,2367025.83,2138732.5,2568982.6,2310062.0,2672639.0,2794474.0,2718031.0,2679504.0,102029.0,121757.0,113719.0,110207.0,99193.0,103704.0,5436.0,6143.0,6209.0,4454.0,
Sudan,Terrestrial,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Marine,,,,,,,,,,,,,,,,,,,224271.0,,88611.0,224854.0,,
Svalbard And Jan Mayen,Terrestrial,,,,13000.0,,,,,,,,,,,,,,,,,,,,
Swaziland,Terrestrial,,66.0,52.0,37.0,,50.0,,60.0,,,,,39.0,,,28.0,,,,,,,,
Sweden,Freshwater,662.0,4417.9628,268184.9441,79637.9018,438522.9733,372996.0314,690741.9122,463468.9268,254065.0552,408606.9962,507539.05429999996,2138.9651,1623.9398,810.0915,3395.9757,2130.0572,3427.0,1033.0,1655.0,10.9346,11.9393,,,
Sweden,Marine,183.0,4417.9628,268184.9441,79637.9018,438522.9733,372996.0314,690741.9122,463468.9268,254065.0552,408606.9962,507539.05429999996,2138.9651,1623.9398,810.0915,3395.9757,2130.0572,3427.0,1033.0,1655.0,10.9346,11.9393,,,
Sweden,Terrestrial,250017.0018,4417.9628,268184.9441,79637.9018,438522.9733,372996.0314,690741.9122,463468.9268,254065.0552,408606.9962,507539.05429999996,2138.9651,1623.9398,810.0915,3395.9757,2130.0572,3427.0,1033.0,1655.0,10.9346,11.9393,,,
Switzerland,Freshwater,,22256.0,20622.0,21747.0,21404.0,21202.0,22222.0,22479.0,23130.0,24327.0,24914.0,25414.0,25260.0,25101.0,26004.0,248.0,255.0,,1754.0,,,244.0,,
Switzerland,Terrestrial,22753.0,22256.0,20622.0,21747.0,21404.0,21202.0,22222.0,22479.0,23130.0,24327.0,24914.0,25414.0,25260.0,25101.0,26004.0,248.0,255.0,,1754.0,,,244.0,,
Syrian Arab Republic,Freshwater,,,,,30.0,35.0,140.0,,,,,,,,,,,,,,,,,
"Taiwan, Province Of China",Freshwater,150.0,,,,206.0,286.0,1101.0,533.0,703.0,512.5,397.5,427.0,1333.0,580.0,632.0,757.0,826.0,,,,,,,
Tajikistan,Terrestrial,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzania, United Republic Of",Freshwater,20589.0,1917604.5,54291.5,55320.5,1275460.0,18981.0,495215.5,31241.0,297354.5,1334251.5,1298448.5,30795.0,390254.0,1229697.5,15500.0,15291.0,231246.0,12896.0,,114772.0,,108696.0,,33174.0
"Tanzania, United Republic Of",Terrestrial,111177.0,1917604.5,54291.5,55320.5,1275460.0,18981.0,495215.5,31241.0,297354.5,1334251.5,1298448.5,30795.0,390254.0,1229697.5,15500.0,15291.0,231246.0,12896.0,,114772.0,,108696.0,,33174.0
Thailand,Freshwater,,,,0.89,0.56,0.75,54789.02,59272.7,40024.72,42844.04,105420.0,90596.06,,,,,,,,,,,,
Thailand,Marine,,,,0.89,0.56,0.75,54789.02,59272.7,40024.72,42844.04,105420.0,90596.06,,,,,,,,,,,,
Tunisia,Freshwater,28.0,,50.0,29.0,10959.0,103.0,5141.0,368.0,6377.0,14.0,4412.0,6346.0,6306.0,8070.0,6270.0,7950.0,8013.0,2840.0,,,,,,
Turkey,Freshwater,321919.24,1960466.0,1832152.0,1879705.0,2290452.0,2726014.27,3611127.0,3105143.0,3038287.0,3817374.0,2531379.0,289184.0,220124.0,,,5846.0,11231.0,,,,,,,
Turkey,Terrestrial,36.0,1960466.0,1832152.0,1879705.0,2290452.0,2726014.27,3611127.0,3105143.0,3038287.0,3817374.0,2531379.0,289184.0,220124.0,,,5846.0,11231.0,,,,,,,
Turkmenistan,Freshwater,182.0,223.0,,3.0,,,,,820.0,7.0,287.0,476.0,723.0,,,,,,,,,,,
Uganda,Freshwater,,810.0,2314.0,,29195.0,53488.0,101100.0,5083.0,1139.0,6995.1,34795.0,73511.0,36790.0,124383.0,130554.0,22735.0,154660.0,24972.0,8062.0,6433.8,87585.0,93409.0,11528.0,213.0
Uganda,Terrestrial,300.0,810.0,2314.0,,29195.0,53488.0,101100.0,5083.0,1139.0,6995.1,34795.0,73511.0,36790.0,124383.0,130554.0,22735.0,154660.0,24972.0,8062.0,6433.8,87585.0,93409.0,11528.0,213.0
Ukraine,Freshwater,,7515.0,1732.0,3147.0,5287.0,6212.0,1736.0,1058.0,363.0,829.0,15308.0,5065.0,678.0,683.0,5954.0,23604.0,3202.0,12917.0,,14942.0,,,,
Ukraine,Terrestrial,86.0,7515.0,1732.0,3147.0,5287.0,6212.0,1736.0,1058.0,363.0,829.0,15308.0,5065.0,678.0,683.0,5954.0,23604.0,3202.0,12917.0,,14942.0,,,,
United Arab Emirates,Marine,,,,,,,,,,61.0,,,,,,,,,,,,,,
United Kingdom,Freshwater,360590.0,779689.0,700839.0,776905.16667,782897.33333,702710.16667,674720.66667,712684.08333,667129.75,700859.75,729119.0,781787.5,670770.0,494108.0,503208.0,514810.0,451535.0,542920.0,487167.0,72287.0,80706.0,,18165.0,
United Kingdom,Marine,11105.0,779689.0,700839.0,776905.16667,782897.33333,702710.16667,674720.66667,712684.08333,667129.75,700859.75,729119.0,781787.5,670770.0,494108.0,503208.0,514810.0,451535.0,542920.0,487167.0,72287.0,80706.0,,18165.0,
United Kingdom,Terrestrial,377931.0,779689.0,700839.0,776905.16667,782897.33333,702710.16667,674720.66667,712684.08333,667129.75,700859.75,729119.0,781787.5,670770.0,494108.0,503208.0,514810.0,451535.0,542920.0,487167.0,72287.0,80706.0,,18165.0,
United States,Freshwater,640154.1209999999,496327464.2325,608992812.9839,857690951.0855,1243869226.9449,764462343.6932,616391067.5062,491211344.69930005,540494677.0211002,503972471.8507001,483957402.7762,989195617.7784,570089149.4243,502631486.05480003,427892186.34959996,457246854.6481999,398298431.65360004,735643912.1625,478488371.118725,718094209.7583749,888823187.0,771884.0,815354.0,111594.0
United States,Marine,426190061.023,496327464.2325,608992812.9839,857690951.0855,1243869226.9449,764462343.6932,616391067.5062,491211344.69930005,540494677.0211002,503972471.8507001,483957402.7762,989195617.7784,570089149.4243,502631486.05480003,427892186.34959996,457246854.6481999,398298431.65360004,735643912.1625,478488371.118725,718094209.7583749,888823187.0,771884.0,815354.0,111594.0
United States,Terrestrial,3768969.4,496327464.2325,608992812.9839,857690951.0855,1243869226.9449,764462343.6932,616391067.5062,491211344.69930005,540494677.0211002,503972471.8507001,483957402.7762,989195617.7784,570089149.4243,502631486.05480003,427892186.34959996,457246854.6481999,398298431.65360004,735643912.1625,478488371.118725,718094209.7583749,888823187.0,771884.0,815354.0,111594.0
United States Minor Outlying Islands,Marine,,,,,,,,,,,,,,,,47.0,102.0,245.0,211.0,483.0,476.0,,,
United States Minor Outlying Islands,Terrestrial,42.0,,,,,,,,,,,,,,,47.0,102.0,245.0,211.0,483.0,476.0,,,
Uruguay,Terrestrial,,,,,,,,,,686.0,,1393.0,,,,,,,,,,,,
Uzbekistan,Freshwater,,,,,2290.0,,,,,,1986.0,1149.0,7.0,,,,,,,,,,,
Uzbekistan,Terrestrial,,,,,2290.0,,,,,,1986.0,1149.0,7.0,,,,,,,,,,,
"Venezuela, Bolivarian Republic Of",Freshwater,,328.0,318.0,314.0,231.14,212.0,2055.0,117.0,,90.0,,,,,,,9.0,,,7.9,,,,
"Venezuela, Bolivarian Republic Of",Terrestrial,346.0,328.0,318.0,314.0,231.14,212.0,2055.0,117.0,,90.0,,,,,,,9.0,,,7.9,,,,
Viet Nam,Freshwater,62.0,10.0,175.0,138.0,25.0,23.0,75.0,,81.0,92.5,,152.0,59.0,,15.0,183.0,164.0,,,,,,,
Viet Nam,Terrestrial,,10.0,175.0,138.0,25.0,23.0,75.0,,81.0,92.5,,152.0,59.0,,15.0,183.0,164.0,,,,,,,
Zambia,Freshwater,38578.0,32388.0,5540.0,5392.0,18837.0,5891.0,25365.5,5710.0,20739.5,5189.0,5938.0,10189.0,14272.0,4913.0,6639.0,6515.0,6369.0,,6318.0,6331.0,6150.0,6738.0,6777.0,
Zambia,Terrestrial,,32388.0,5540.0,5392.0,18837.0,5891.0,25365.5,5710.0,20739.5,5189.0,5938.0,10189.0,14272.0,4913.0,6639.0,6515.0,6369.0,,6318.0,6331.0,6150.0,6738.0,6777.0,
Zimbabwe,Freshwater,,19478.0,16506.0,20697.0,16531.0,31386.0,15983.0,17169.0,30192.0,33090.0,15449.0,54344.0,24845.0,47641.0,13075.0,24003.0,20775.0,6601.0,,9232.0,,,,
Zimbabwe,Terrestrial,20699.0,19478.0,16506.0,20697.0,16531.0,31386.0,15983.0,17169.0,30192.0,33090.0,15449.0,54344.0,24845.0,47641.0,13075.0,24003.0,20775.0,6601.0,,9232.0,,,,
Åland Islands,Marine,,,,60.0,,221.0,120.0,200.0,220.0,80.0,180.0,50.0,70.0,30.0,,,,,,,,,,
