,True,Country,Variable,Year,Unit,Value,recycled,percentofrecycledwaste
0,0,Australia,Municipal waste generated,1992,Tonnes,12000.0,8903.0,74.19
1,1,Australia,Municipal waste generated,2000,Tonnes,13200.0,12798.666,96.96
2,2,Australia,Municipal waste generated,2007,Tonnes,12798.666,13027.542,101.79
3,3,Australia,Municipal waste generated,2008,Tonnes,13027.542,13256.419,101.76
4,4,Australia,Municipal waste generated,2009,Tonnes,13256.419,13515.592,101.96
5,5,Australia,Municipal waste generated,2010,Tonnes,13515.592,13462.518999999998,99.61
6,6,Australia,Municipal waste generated,2011,Tonnes,13462.518999999998,13344.891,99.13
7,7,Australia,Municipal waste generated,2012,Tonnes,13344.891,13227.263,99.12
8,8,Australia,Municipal waste generated,2013,Tonnes,13227.263,13109.635,99.11
9,9,Australia,Municipal waste generated,2014,Tonnes,13109.635,13344.539,101.79
10,10,Australia,Municipal waste generated,2015,Tonnes,13344.539,3513.0,26.33
11,103,Austria,Municipal waste generated,1990,Tonnes,3204.0,2770.0,86.45
12,104,Austria,Municipal waste generated,1991,Tonnes,3126.0,2823.0,90.31
13,105,Austria,Municipal waste generated,1992,Tonnes,3176.0,2890.0,90.99
14,106,Austria,Municipal waste generated,1993,Tonnes,3341.0,2923.0,87.49
15,107,Austria,Municipal waste generated,1994,Tonnes,3400.0,3835.0,112.79
16,108,Austria,Municipal waste generated,1995,Tonnes,3476.0,4297.0,123.62
17,109,Austria,Municipal waste generated,1996,Tonnes,3845.0,4407.0,114.62
18,110,Austria,Municipal waste generated,1997,Tonnes,3977.0,4411.0,110.91
19,111,Austria,Municipal waste generated,1998,Tonnes,3983.0,4620.0,115.99
20,112,Austria,Municipal waste generated,1999,Tonnes,4171.0,4744.0,113.74
21,113,Austria,Municipal waste generated,2000,Tonnes,4321.0,4749.0,109.91
22,114,Austria,Municipal waste generated,2001,Tonnes,4309.0,4821.0,111.88
23,115,Austria,Municipal waste generated,2002,Tonnes,4589.0,4950.0,107.87
24,116,Austria,Municipal waste generated,2003,Tonnes,4607.0,4625.0,100.39
25,117,Austria,Municipal waste generated,2004,Tonnes,4686.7,4601.3,98.18
26,118,Austria,Municipal waste generated,2005,Tonnes,4731.7,4834.2,102.17
27,119,Austria,Municipal waste generated,2006,Tonnes,4932.5,4859.4,98.52
28,120,Austria,Municipal waste generated,2007,Tonnes,4951.1,4888.7,98.74
29,121,Austria,Municipal waste generated,2008,Tonnes,4996.9,4787.6,95.81
30,122,Austria,Municipal waste generated,2009,Tonnes,4921.0,4581.7,93.11
31,123,Austria,Municipal waste generated,2010,Tonnes,4700.8,4631.7,98.53
32,124,Austria,Municipal waste generated,2011,Tonnes,4806.9,4718.2,98.15
33,125,Austria,Municipal waste generated,2012,Tonnes,4883.3,4743.5,97.14
34,126,Austria,Municipal waste generated,2013,Tonnes,4905.2,4673.2,95.27
35,127,Austria,Municipal waste generated,2014,Tonnes,4832.5,4727.8,97.83
36,128,Austria,Municipal waste generated,2015,Tonnes,4836.0,4825.2,99.78
37,129,Austria,Municipal waste generated,2016,Tonnes,4928.4,3961.0,80.37
38,633,Belgium,Municipal waste generated,1990,Tonnes,3436.0,4107.0,119.53
39,634,Belgium,Municipal waste generated,1995,Tonnes,4613.0,4238.0,91.87
40,635,Belgium,Municipal waste generated,1996,Tonnes,4567.0,4438.0,97.18
41,636,Belgium,Municipal waste generated,1997,Tonnes,4650.0,4600.0,98.92
42,637,Belgium,Municipal waste generated,1998,Tonnes,4603.0,4516.0,98.11
43,638,Belgium,Municipal waste generated,1999,Tonnes,4702.0,4414.0,93.87
44,639,Belgium,Municipal waste generated,2000,Tonnes,4830.0,4604.0,95.32
45,640,Belgium,Municipal waste generated,2001,Tonnes,4802.0,4568.0,95.13
46,641,Belgium,Municipal waste generated,2002,Tonnes,4981.0,4554.0,91.43
47,642,Belgium,Municipal waste generated,2003,Tonnes,4824.0,4895.0,101.47
48,643,Belgium,Municipal waste generated,2004,Tonnes,5059.0,4644.0,91.8
49,644,Belgium,Municipal waste generated,2005,Tonnes,5052.0,4798.0,94.97
50,645,Belgium,Municipal waste generated,2006,Tonnes,5115.0,4800.0,93.84
51,646,Belgium,Municipal waste generated,2007,Tonnes,5243.0,5004.0,95.44
52,647,Belgium,Municipal waste generated,2008,Tonnes,5134.0,5188.0,101.05
53,648,Belgium,Municipal waste generated,2009,Tonnes,5037.0,4990.0,99.07
54,649,Belgium,Municipal waste generated,2010,Tonnes,4973.0,5454.0,109.67
55,650,Belgium,Municipal waste generated,2011,Tonnes,5035.0,4936.0,98.03
56,651,Belgium,Municipal waste generated,2012,Tonnes,4944.0,4827.0,97.63
57,652,Belgium,Municipal waste generated,2013,Tonnes,4883.0,4791.0,98.12
58,653,Belgium,Municipal waste generated,2014,Tonnes,4774.0,4824.0,101.05
59,654,Belgium,Municipal waste generated,2015,Tonnes,4648.0,4717.0,101.48
60,655,Belgium,Municipal waste generated,2016,Tonnes,4757.0,4757.0,100.0
61,1252,Czech Republic,Municipal waste generated,1994,Tonnes,2489.8,4696.0,188.61
62,1253,Czech Republic,Municipal waste generated,1995,Tonnes,3120.0,4579.0,146.76
63,1254,Czech Republic,Municipal waste generated,1996,Tonnes,3200.0,4707.0,147.09
64,1255,Czech Republic,Municipal waste generated,1997,Tonnes,3280.0,17095.345,521.2
65,1256,Czech Republic,Municipal waste generated,1998,Tonnes,3017.0,23827.1,789.76
66,1257,Czech Republic,Municipal waste generated,1999,Tonnes,3365.0,29307.41,870.95
67,1258,Czech Republic,Municipal waste generated,2000,Tonnes,3434.0,30722.92,894.67
68,1259,Czech Republic,Municipal waste generated,2001,Tonnes,2798.0,32339.5,1155.81
69,1260,Czech Republic,Municipal waste generated,2002,Tonnes,2845.0,34043.694,1196.61
70,1261,Czech Republic,Municipal waste generated,2003,Tonnes,2857.0,34237.047,1198.36
71,1262,Czech Republic,Municipal waste generated,2004,Tonnes,2841.0,33048.534,1163.27
72,1263,Czech Republic,Municipal waste generated,2005,Tonnes,2954.0,33146.119,1122.08
73,1264,Czech Republic,Municipal waste generated,2006,Tonnes,3039.0,34160.211,1124.06
74,1265,Czech Republic,Municipal waste generated,2007,Tonnes,3025.0,3120.0,103.14
75,1266,Czech Republic,Municipal waste generated,2008,Tonnes,3176.0,3200.0,100.76
76,1267,Czech Republic,Municipal waste generated,2009,Tonnes,3310.0,3280.0,99.09
77,1268,Czech Republic,Municipal waste generated,2010,Tonnes,3334.0,2997.0,89.89
78,1269,Czech Republic,Municipal waste generated,2011,Tonnes,3358.0,3186.0,94.88
79,1270,Czech Republic,Municipal waste generated,2012,Tonnes,3233.0,3250.0,100.53
80,1271,Czech Republic,Municipal waste generated,2013,Tonnes,3228.23,2582.0,79.98
81,1272,Czech Republic,Municipal waste generated,2014,Tonnes,3260.58,2523.0,77.38
82,1273,Czech Republic,Municipal waste generated,2015,Tonnes,3337.34,2475.0,74.16
83,1274,Czech Republic,Municipal waste generated,2016,Tonnes,3579.61,2396.0,66.93
84,1643,Denmark,Municipal waste generated,1994,Tonnes,2802.6,2495.0,89.02
85,1644,Denmark,Municipal waste generated,1995,Tonnes,2725.0,2659.22,97.59
86,1645,Denmark,Municipal waste generated,1996,Tonnes,3253.0,2817.37,86.61
87,1646,Denmark,Municipal waste generated,1997,Tonnes,3104.0,2756.66,88.81
88,1647,Denmark,Municipal waste generated,1998,Tonnes,3141.0,2894.47,92.15
89,1648,Denmark,Municipal waste generated,1999,Tonnes,3329.0,3186.39,95.72
90,1649,Denmark,Municipal waste generated,2000,Tonnes,3546.0,3346.34,94.37
91,1650,Denmark,Municipal waste generated,2001,Tonnes,3519.0,3232.64,91.86
92,1651,Denmark,Municipal waste generated,2002,Tonnes,3568.0,3228.23,90.48
93,1652,Denmark,Municipal waste generated,2003,Tonnes,3618.0,3260.58,90.12
94,1653,Denmark,Municipal waste generated,2004,Tonnes,3757.0,3337.34,88.83
95,1654,Denmark,Municipal waste generated,2005,Tonnes,3990.0,3579.61,89.71
96,1655,Denmark,Municipal waste generated,2006,Tonnes,4021.0,2377.0,59.11
97,1656,Denmark,Municipal waste generated,2007,Tonnes,4313.0,2803.0,64.99
98,1657,Denmark,Municipal waste generated,2008,Tonnes,4560.0,2725.0,59.76
99,1658,Denmark,Municipal waste generated,2009,Tonnes,4206.0,3253.0,77.34
100,1659,Denmark,Municipal waste generated,2010,Tonnes,4277.5,3104.0,72.57
101,1660,Denmark,Municipal waste generated,2011,Tonnes,4349.0,3141.0,72.22
102,1661,Denmark,Municipal waste generated,2012,Tonnes,4421.0,3329.0,75.3
103,1662,Denmark,Municipal waste generated,2013,Tonnes,4437.0,3546.0,79.92
104,1663,Denmark,Municipal waste generated,2014,Tonnes,4450.0,3519.0,79.08
105,1664,Denmark,Municipal waste generated,2015,Tonnes,4485.0,3568.0,79.55
106,1665,Denmark,Municipal waste generated,2016,Tonnes,4450.0,3618.0,81.3
107,2136,Finland,Municipal waste generated,1994,Tonnes,2100.0,3757.0,178.9
108,2137,Finland,Municipal waste generated,1995,Tonnes,2108.6,3990.0,189.23
109,2138,Finland,Municipal waste generated,1996,Tonnes,2100.0,4021.0,191.48
110,2139,Finland,Municipal waste generated,1997,Tonnes,2300.0,4313.0,187.52
111,2140,Finland,Municipal waste generated,1998,Tonnes,2400.0,4560.0,190.0
112,2141,Finland,Municipal waste generated,1999,Tonnes,2500.0,4206.0,168.24
113,2142,Finland,Municipal waste generated,2000,Tonnes,2600.0,4277.0,164.5
114,2143,Finland,Municipal waste generated,2001,Tonnes,2412.0,4348.0,180.27
115,2144,Finland,Municipal waste generated,2002,Tonnes,2384.4,4421.0,185.41
116,2145,Finland,Municipal waste generated,2003,Tonnes,2427.9,4437.0,182.75
117,2146,Finland,Municipal waste generated,2004,Tonnes,2453.4,4450.0,181.38
118,2147,Finland,Municipal waste generated,2005,Tonnes,2505.8,4485.0,178.98
119,2148,Finland,Municipal waste generated,2006,Tonnes,2600.1,4450.0,171.15
120,2149,Finland,Municipal waste generated,2007,Tonnes,2674.9,2320.0,86.73
121,2150,Finland,Municipal waste generated,2008,Tonnes,2768.0,2074.67,74.95
122,2151,Finland,Municipal waste generated,2009,Tonnes,2562.0,2110.79,82.39
123,2152,Finland,Municipal waste generated,2010,Tonnes,2519.0,2330.0,92.5
124,2153,Finland,Municipal waste generated,2011,Tonnes,2719.0,2463.62,90.61
125,2154,Finland,Municipal waste generated,2012,Tonnes,2738.0,2482.23,90.66
126,2155,Finland,Municipal waste generated,2013,Tonnes,2681.55,2723.83,101.58
127,2156,Finland,Municipal waste generated,2014,Tonnes,2629.88,2498.65,95.01
128,2157,Finland,Municipal waste generated,2015,Tonnes,2738.28,2502.69,91.4
129,2158,Finland,Municipal waste generated,2016,Tonnes,2767.93,2517.29,90.94
130,2543,France,Municipal waste generated,1992,Tonnes,27000.0,2532.47,9.38
131,2544,France,Municipal waste generated,1993,Tonnes,27757.0,2546.68,9.17
132,2545,France,Municipal waste generated,1995,Tonnes,28253.0,2600.1,9.2
133,2546,France,Municipal waste generated,1996,Tonnes,28950.0,2674.92,9.24
134,2547,France,Municipal waste generated,1997,Tonnes,29677.0,2832.48,9.54
135,2548,France,Municipal waste generated,1998,Tonnes,30449.0,2562.43,8.42
136,2549,France,Municipal waste generated,1999,Tonnes,30612.0,2519.0,8.23
137,2550,France,Municipal waste generated,2000,Tonnes,31232.0,2718.0,8.7
138,2551,France,Municipal waste generated,2001,Tonnes,32198.0,2738.0,8.5
139,2552,France,Municipal waste generated,2002,Tonnes,32684.0,2681.54,8.2
140,2553,France,Municipal waste generated,2003,Tonnes,31400.0,2629.88,8.38
141,2554,France,Municipal waste generated,2004,Tonnes,32444.0,2738.28,8.44
142,2555,France,Municipal waste generated,2005,Tonnes,33366.0,2767.93,8.3
143,2556,France,Municipal waste generated,2006,Tonnes,33990.0,27758.0,81.67
144,2557,France,Municipal waste generated,2007,Tonnes,34630.0,28253.0,81.59
145,2558,France,Municipal waste generated,2008,Tonnes,34714.0,28950.0,83.4
146,2559,France,Municipal waste generated,2009,Tonnes,34504.0,29677.0,86.01
147,2560,France,Municipal waste generated,2010,Tonnes,34610.0,30449.0,87.98
148,2561,France,Municipal waste generated,2011,Tonnes,34790.0,30612.0,87.99
149,2562,France,Municipal waste generated,2012,Tonnes,34480.0,31232.0,90.58
150,2563,France,Municipal waste generated,2013,Tonnes,34169.0,32198.0,94.23
151,2564,France,Municipal waste generated,2014,Tonnes,34314.0,32684.0,95.25
152,2565,France,Municipal waste generated,2015,Tonnes,34454.0,31400.0,91.14
153,2566,France,Municipal waste generated,2016,Tonnes,34143.0,32444.0,95.02
154,2983,Germany,Municipal waste generated,1990,Tonnes,49857.0,33366.0,66.92
155,2984,Germany,Municipal waste generated,1995,Tonnes,50893.9,33990.0,66.79
156,2985,Germany,Municipal waste generated,1996,Tonnes,52544.0,34629.0,65.9
157,2986,Germany,Municipal waste generated,1997,Tonnes,53966.0,34714.0,64.33
158,2987,Germany,Municipal waste generated,1998,Tonnes,53058.0,34504.0,65.03
159,2988,Germany,Municipal waste generated,1999,Tonnes,52373.0,34610.0,66.08
160,2989,Germany,Municipal waste generated,2000,Tonnes,52810.0,34790.0,65.88
161,2990,Germany,Municipal waste generated,2001,Tonnes,52075.0,34480.0,66.21
162,2991,Germany,Municipal waste generated,2002,Tonnes,52772.0,34169.0,64.75
163,2992,Germany,Municipal waste generated,2003,Tonnes,49622.0,34314.0,69.15
164,2993,Germany,Municipal waste generated,2004,Tonnes,48434.0,34454.0,71.14
165,2994,Germany,Municipal waste generated,2005,Tonnes,46555.0,34143.0,73.34
166,2995,Germany,Municipal waste generated,2006,Tonnes,46426.0,36976.0,79.65
167,2996,Germany,Municipal waste generated,2007,Tonnes,47887.0,50893.9,106.28
168,2997,Germany,Municipal waste generated,2008,Tonnes,48367.0,52544.0,108.64
169,2998,Germany,Municipal waste generated,2009,Tonnes,48466.0,53966.0,111.35
170,2999,Germany,Municipal waste generated,2010,Tonnes,49237.0,53058.0,107.76
171,3000,Germany,Municipal waste generated,2011,Tonnes,50237.0,52373.0,104.25
172,3001,Germany,Municipal waste generated,2012,Tonnes,49759.0,52810.0,106.13
173,3002,Germany,Municipal waste generated,2013,Tonnes,49570.0,52075.0,105.05
174,3003,Germany,Municipal waste generated,2014,Tonnes,51102.0,52771.0,103.27
175,3004,Germany,Municipal waste generated,2015,Tonnes,51625.0,49622.0,96.12
176,3005,Germany,Municipal waste generated,2016,Tonnes,51633.0,48434.0,93.8
177,3436,Greece,Municipal waste generated,1990,Tonnes,3000.0,46555.0,1551.83
178,3437,Greece,Municipal waste generated,1992,Tonnes,3200.0,46426.0,1450.81
179,3438,Greece,Municipal waste generated,1995,Tonnes,3200.0,47887.0,1496.47
180,3439,Greece,Municipal waste generated,1996,Tonnes,3600.0,48367.0,1343.53
181,3440,Greece,Municipal waste generated,1997,Tonnes,3900.0,48466.0,1242.72
182,3441,Greece,Municipal waste generated,1998,Tonnes,4082.0,49235.0,1206.15
183,3442,Greece,Municipal waste generated,1999,Tonnes,4264.0,50237.0,1178.17
184,3443,Greece,Municipal waste generated,2000,Tonnes,4447.0,49759.0,1118.93
185,3444,Greece,Municipal waste generated,2001,Tonnes,4559.0,49570.0,1087.3
186,3445,Greece,Municipal waste generated,2002,Tonnes,4640.1,51102.0,1101.31
187,3446,Greece,Municipal waste generated,2003,Tonnes,4710.3,51626.0,1096.02
188,3447,Greece,Municipal waste generated,2004,Tonnes,4781.5,51634.0,1079.87
189,3448,Greece,Municipal waste generated,2005,Tonnes,4853.0,2999.7,61.81
190,3449,Greece,Municipal waste generated,2006,Tonnes,4927.1,3195.9,64.86
191,3450,Greece,Municipal waste generated,2007,Tonnes,5001.6,3490.34,69.78
192,3451,Greece,Municipal waste generated,2008,Tonnes,5077.0,3666.77,72.22
193,3452,Greece,Municipal waste generated,2009,Tonnes,5154.0,3899.6,75.66
194,3453,Greece,Municipal waste generated,2010,Tonnes,5917.0,4082.0,68.99
195,3454,Greece,Municipal waste generated,2011,Tonnes,5586.0,4264.0,76.33
196,3455,Greece,Municipal waste generated,2012,Tonnes,5463.0,4447.0,81.4
197,3456,Greece,Municipal waste generated,2013,Tonnes,5284.0,4559.0,86.28
198,3457,Greece,Municipal waste generated,2014,Tonnes,5315.0,4640.0,87.3
199,3458,Greece,Municipal waste generated,2015,Tonnes,5277.0,4710.25,89.26
200,3459,Greece,Municipal waste generated,2016,Tonnes,5354.0,4781.47,89.31
201,3812,Hungary,Municipal waste generated,1990,Tonnes,5500.0,4867.25,88.5
202,3813,Hungary,Municipal waste generated,1995,Tonnes,4752.0,4927.14,103.69
203,3814,Hungary,Municipal waste generated,1996,Tonnes,4834.0,5001.63,103.47
204,3815,Hungary,Municipal waste generated,1997,Tonnes,5016.0,5077.92,101.23
205,3816,Hungary,Municipal waste generated,1998,Tonnes,4976.0,5154.0,103.58
206,3817,Hungary,Municipal waste generated,1999,Tonnes,4943.0,5917.0,119.7
207,3818,Hungary,Municipal waste generated,2000,Tonnes,4552.0,5586.0,122.72
208,3819,Hungary,Municipal waste generated,2001,Tonnes,4603.0,5463.0,118.68
209,3820,Hungary,Municipal waste generated,2002,Tonnes,4646.0,5284.0,113.73
210,3821,Hungary,Municipal waste generated,2003,Tonnes,4700.0,5315.0,113.09
211,3822,Hungary,Municipal waste generated,2004,Tonnes,4591.6,5277.0,114.93
212,3823,Hungary,Municipal waste generated,2005,Tonnes,4646.0,5354.0,115.24
213,3824,Hungary,Municipal waste generated,2006,Tonnes,4711.0,4171.0,88.54
214,3825,Hungary,Municipal waste generated,2007,Tonnes,4593.5,3688.0,80.29
215,3826,Hungary,Municipal waste generated,2008,Tonnes,4553.0,3887.34,85.38
216,3827,Hungary,Municipal waste generated,2009,Tonnes,4312.0,4100.66,95.1
217,3828,Hungary,Municipal waste generated,2010,Tonnes,4033.0,4338.58,107.58
218,3829,Hungary,Municipal waste generated,2011,Tonnes,3809.0,4371.94,114.78
219,3830,Hungary,Municipal waste generated,2012,Tonnes,3988.0,4455.41,111.72
220,3831,Hungary,Municipal waste generated,2013,Tonnes,3738.0,4157.13,111.21
221,3832,Hungary,Municipal waste generated,2014,Tonnes,3795.0,4123.09,108.65
222,3833,Hungary,Municipal waste generated,2015,Tonnes,3712.0,4243.17,114.31
223,3834,Hungary,Municipal waste generated,2016,Tonnes,3721.0,4376.03,117.6
224,4267,Iceland,Municipal waste generated,1995,Tonnes,114.0,4552.0,3992.98
225,4268,Iceland,Municipal waste generated,1996,Tonnes,117.0,4606.0,3936.75
226,4269,Iceland,Municipal waste generated,1997,Tonnes,120.0,4671.0,3892.5
227,4270,Iceland,Municipal waste generated,1998,Tonnes,123.0,4365.0,3548.78
228,4271,Iceland,Municipal waste generated,1999,Tonnes,126.0,4426.0,3512.7
229,4272,Iceland,Municipal waste generated,2000,Tonnes,130.0,4284.0,3295.38
230,4273,Iceland,Municipal waste generated,2001,Tonnes,133.0,4033.0,3032.33
231,4274,Iceland,Municipal waste generated,2002,Tonnes,137.0,3809.0,2780.29
232,4275,Iceland,Municipal waste generated,2003,Tonnes,140.0,3988.0,2848.57
233,4276,Iceland,Municipal waste generated,2004,Tonnes,147.0,3738.0,2542.86
234,4277,Iceland,Municipal waste generated,2005,Tonnes,153.0,3713.0,2426.8
235,4278,Iceland,Municipal waste generated,2006,Tonnes,171.0,3710.0,2169.59
236,4279,Iceland,Municipal waste generated,2007,Tonnes,174.0,3734.0,2145.98
237,4280,Iceland,Municipal waste generated,2008,Tonnes,208.0,119.5,57.45
238,4281,Iceland,Municipal waste generated,2009,Tonnes,132.0,118.75,89.96
239,4282,Iceland,Municipal waste generated,2010,Tonnes,154.0,118.0,76.62
240,4283,Iceland,Municipal waste generated,2011,Tonnes,158.0,122.25,77.37
241,4284,Iceland,Municipal waste generated,2012,Tonnes,164.0,126.5,77.13
242,4285,Iceland,Municipal waste generated,2013,Tonnes,167.0,134.5,80.54
243,4286,Iceland,Municipal waste generated,2014,Tonnes,175.0,131.75,75.29
244,4287,Iceland,Municipal waste generated,2015,Tonnes,194.6,134.75,69.24
245,4288,Iceland,Municipal waste generated,2016,Tonnes,219.9,139.0,63.21
246,4608,Ireland,Municipal waste generated,1995,Tonnes,1848.2,208.0,11.25
247,4609,Ireland,Municipal waste generated,1996,Tonnes,1898.0,132.0,6.95
248,4610,Ireland,Municipal waste generated,1997,Tonnes,2000.0,154.0,7.7
249,4611,Ireland,Municipal waste generated,1998,Tonnes,2056.7,158.0,7.68
250,4612,Ireland,Municipal waste generated,1999,Tonnes,2168.0,165.0,7.61
251,4613,Ireland,Municipal waste generated,2000,Tonnes,2278.7,166.0,7.28
252,4614,Ireland,Municipal waste generated,2001,Tonnes,2704.0,175.0,6.47
253,4615,Ireland,Municipal waste generated,2002,Tonnes,2720.4,194.6,7.15
254,4616,Ireland,Municipal waste generated,2003,Tonnes,2917.9,219.9,7.54
255,4617,Ireland,Municipal waste generated,2004,Tonnes,3000.6,1550.0,51.66
256,4618,Ireland,Municipal waste generated,2005,Tonnes,3040.7,1648.0,54.2
257,4619,Ireland,Municipal waste generated,2006,Tonnes,3384.6,1753.55,51.81
258,4620,Ireland,Municipal waste generated,2007,Tonnes,3397.7,1933.46,56.9
259,4621,Ireland,Municipal waste generated,2008,Tonnes,3224.28,2135.0,66.22
260,4622,Ireland,Municipal waste generated,2009,Tonnes,2952.98,2363.9,80.05
261,4623,Ireland,Municipal waste generated,2010,Tonnes,2846.0,2376.07,83.49
262,4624,Ireland,Municipal waste generated,2011,Tonnes,2823.0,2464.34,87.3
263,4625,Ireland,Municipal waste generated,2012,Tonnes,2692.5,2594.4,96.36
264,4626,Ireland,Municipal waste generated,2014,Tonnes,2619.02,2703.61,103.23
265,4959,Italy,Municipal waste generated,1990,Tonnes,20000.0,2779.1,13.9
266,4960,Italy,Municipal waste generated,1991,Tonnes,23200.0,3100.31,13.36
267,4961,Italy,Municipal waste generated,1993,Tonnes,26100.0,3174.57,12.16
268,4962,Italy,Municipal waste generated,1995,Tonnes,25780.0,3103.87,12.04
269,4963,Italy,Municipal waste generated,1996,Tonnes,25960.0,2825.01,10.88
270,4964,Italy,Municipal waste generated,1997,Tonnes,26605.0,2621.57,9.85
271,4965,Italy,Municipal waste generated,1998,Tonnes,26846.0,2558.0,9.53
272,4966,Italy,Municipal waste generated,1999,Tonnes,28364.0,2439.45,8.6
273,4967,Italy,Municipal waste generated,2000,Tonnes,28959.0,2575.22,8.89
274,4968,Italy,Municipal waste generated,2001,Tonnes,29409.0,26607.0,90.47
275,4969,Italy,Municipal waste generated,2002,Tonnes,29864.0,24483.0,81.98
276,4970,Italy,Municipal waste generated,2003,Tonnes,30035.0,25499.0,84.9
277,4971,Italy,Municipal waste generated,2004,Tonnes,31150.0,25675.0,82.42
278,4972,Italy,Municipal waste generated,2005,Tonnes,31668.0,27302.0,86.21
279,4973,Italy,Municipal waste generated,2006,Tonnes,32516.0,28279.0,86.97
280,4974,Italy,Municipal waste generated,2007,Tonnes,32536.0,27668.0,85.04
281,4975,Italy,Municipal waste generated,2008,Tonnes,32461.0,25840.0,79.6
282,4976,Italy,Municipal waste generated,2009,Tonnes,32107.0,25956.0,80.84
283,4977,Italy,Municipal waste generated,2010,Tonnes,32440.0,26626.0,82.08
284,4978,Italy,Municipal waste generated,2011,Tonnes,31386.0,26810.0,85.42
285,4979,Italy,Municipal waste generated,2012,Tonnes,29994.0,27829.0,92.78
286,4980,Italy,Municipal waste generated,2013,Tonnes,29573.0,29076.0,98.32
287,4981,Italy,Municipal waste generated,2014,Tonnes,29652.0,28178.0,95.03
288,4982,Italy,Municipal waste generated,2015,Tonnes,29524.0,29840.0,101.07
289,4983,Italy,Municipal waste generated,2016,Tonnes,30117.0,30505.0,101.29
290,5336,Japan,Municipal waste generated,1990,Tonnes,50256.625,29928.0,59.55
291,5337,Japan,Municipal waste generated,1991,Tonnes,51132.0,28765.0,56.26
292,5338,Japan,Municipal waste generated,1992,Tonnes,50902.94,28538.0,56.06
293,5339,Japan,Municipal waste generated,1993,Tonnes,51267.9,27537.0,53.71
294,5340,Japan,Municipal waste generated,1994,Tonnes,51800.0,26711.0,51.57
295,5341,Japan,Municipal waste generated,1995,Tonnes,52224.0,26888.0,51.49
296,5342,Japan,Municipal waste generated,1996,Tonnes,52908.0,50267.83,95.01
297,5343,Japan,Municipal waste generated,1997,Tonnes,53098.0,51128.94,96.29
298,5344,Japan,Municipal waste generated,1998,Tonnes,53605.0,50910.57,94.97
299,5345,Japan,Municipal waste generated,1999,Tonnes,53699.0,51258.05,95.45
300,5346,Japan,Municipal waste generated,2000,Tonnes,54833.0,51799.0,94.47
301,5347,Japan,Municipal waste generated,2001,Tonnes,54681.0,52219.0,95.5
302,5348,Japan,Municipal waste generated,2002,Tonnes,54199.0,52912.0,97.63
303,5349,Japan,Municipal waste generated,2003,Tonnes,54271.0,53088.0,97.82
304,5350,Japan,Municipal waste generated,2004,Tonnes,53376.0,53628.0,100.47
305,5351,Japan,Municipal waste generated,2005,Tonnes,52720.0,53795.0,102.04
306,5352,Japan,Municipal waste generated,2006,Tonnes,52024.0,54855.0,105.44
307,5353,Japan,Municipal waste generated,2007,Tonnes,50816.0,54798.0,107.84
308,5354,Japan,Municipal waste generated,2008,Tonnes,48106.0,54253.0,112.78
309,5355,Japan,Municipal waste generated,2009,Tonnes,46252.0,54367.0,117.55
310,5356,Japan,Municipal waste generated,2010,Tonnes,45359.0,53432.0,117.8
